活動名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6, 
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,02,10,16,28,44,46,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,08,19,22,32,41,49,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,06,18,19,33,38,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,15,18,30,42,43,44,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,02,07,25,34,45,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,08,25,28,40,44,45,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,03,07,14,25,32,40,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,02,23,28,30,43,46,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,13,15,21,30,35,44,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,04,08,29,35,42,43,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,07,18,21,30,35,39,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,04,07,09,13,37,44,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,03,04,12,33,36,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,02,03,11,20,35,44,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,03,07,14,35,38,47,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,10,11,16,18,26,29,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,04,13,21,28,38,46,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,03,06,22,32,35,37,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,01,22,25,26,30,38,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,09,16,20,24,46,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,11,18,26,29,33,38,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,04,14,19,30,36,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,19,30,31,40,42,43,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,03,27,28,29,35,38,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,09,11,20,29,34,36,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,13,16,21,24,43,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,09,10,19,25,36,39,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,11,12,17,19,38,40,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,05,07,13,20,33,37,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,01,09,25,28,38,42,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,09,16,26,38,39,44,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,02,04,06,12,23,34,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,01,02,36,38,40,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,13,19,28,32,33,48,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,03,05,16,34,41,46,,,,,,
春節加碼加開獎項,103000009,2014/01/30,608966100,12179322,334931355,13,17,29,34,41,47,,,,,,
